Number Index,Name Index,Cluster,Crop,District,Taluka,Gram Panchayat,Notification Level,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2810,5-Cumin-Banaskantha-VAV-Vavdi,5,Cumin,Banaskantha,VAV,Vavdi,GP,"30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
2811,5-Cumin-Banaskantha-VAV-Chandarva,5,Cumin,Banaskantha,VAV,Chandarva,GP,"30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
2812,5-Cumin-Banaskantha-VAV-Khimana Padar,5,Cumin,Banaskantha,VAV,Khimana Padar,GP,"30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
2813,5-Cumin-Banaskantha-VAV-Asaravas,5,Cumin,Banaskantha,VAV,Asaravas,GP,"30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
2814,5-Cumin-Banaskantha-VAV-Asaragam,5,Cumin,Banaskantha,VAV,Asaragam,GP,"30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
2815,5-Cumin-Banaskantha-VAV-Bhatvarvas,5,Cumin,Banaskantha,VAV,Bhatvarvas,GP,"30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
2816,5-Cumin-Banaskantha-VAV-Bhachali,5,Cumin,Banaskantha,VAV,Bhachali,GP,"30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
2817,5-Cumin-Banaskantha-VAV-Madka,5,Cumin,Banaskantha,VAV,Madka,GP,"30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
2818,5-Cumin-Banaskantha-VAV-Morikha,5,Cumin,Banaskantha,VAV,Morikha,GP,"30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
2819,5-Cumin-Banaskantha-VAV-Dharadhara,5,Cumin,Banaskantha,VAV,Dharadhara,GP,"30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
2820,5-Cumin-Banaskantha-VAV-Baiyak,5,Cumin,Banaskantha,VAV,Baiyak,GP,"30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
